"WikiPlantaID"	"COL_NOTDECENVIR"	"FLO_NOTDEFLO"	"COL_VIRIGUA"	"COL_TIPDEAMO"	"HAB_HAB"	"FRU_NOTDEFRU"	"COL_AMO"	"COL_AMO_UNIT"	"COL_FER"	"COL_NOT"	"HAB_DAP"	"HAB_DAP_UNIT"	"COL_DAP"	"COL_DAP_UNIT"	"COL_ABU"	"IMA_FOLFACABA"	"IMA_EXS"	"IMA_FOLFACADA"
"345"					"palmeira"
"346"					"palmeira"
"347"					"palmeira"
"348"					"palmeira"
"349"					"palmeira"
"350"					"palmeira"
"351"					"palmeira"
"352"					"palmeira"
"353"					"palmeira"
"354"					"palmeira"
"355"					"palmeira"
"356"					"palmeira"
"357"					"palmeira"
"358"					"palmeira"
"359"					"palmeira"
"360"					"palmeira"
"361"					"palmeira"
"362"					"palmeira"
"363"					"palmeira"
"364"					"palmeira"
"365"					"palmeira"
"366"					"palmeira"
"367"					"palmeira"
"368"					"palmeira"
"369"					"palmeira"
"370"					"palmeira"
"371"					"palmeira"
"372"					"palmeira"
"373"					"palmeira"
"374"					"palmeira"
"375"					"palmeira"
"376"					"palmeira"
"377"					"palmeira"
"378"					"palmeira"
"379"					"palmeira"
"380"					"palmeira"
"381"					"palmeira"
"382"					"palmeira"
"383"					"palmeira"
"384"					"palmeira"
"385"					"palmeira"
"386"					"palmeira"
"387"					"palmeira"
"388"					"palmeira"
"389"					"liana"
"390"					"liana"
"391"					"liana"
"392"					"liana"
"393"					"liana"
"394"					"liana"
"395"					"liana"
"396"					"liana"
"397"					"liana"
"398"					"liana"
"399"					"liana"
"400"					"liana"
"401"					"liana"
"403"					"liana"
"404"					"liana"
"405"					"liana"
"406"					"liana"
"407"	"co"				"liana"
"408"					"liana"
"409"					"liana"
"410"	"co"				"liana"
"411"					"liana"
"412"					"liana"
"413"	"co"				"liana"
"415"					"liana"
"416"					"liana"
"417"					"liana"
"418"					"liana"
"419"					"liana"
"420"	"co"				"liana"
"421"	"co"				"liana"
"422"	"co"				"liana"
"423"					"liana"
"424"					"liana"
"425"					"liana"
"426"					"liana"
"427"					"liana"
"428"					"liana"
"429"					"liana"
"430"					"liana"
"431"					"liana"
"432"					"liana"
"433"					"liana"
"434"					"liana"
"435"					"liana"
"436"					"liana"
"437"					"liana"
"438"					"liana"
"439"					"liana"
"441"					"liana"
"442"					"liana"
"443"					"liana"
"444"	"co"				"liana"
"445"					"liana"
"446"	"co"				"liana"
"447"	"co"				"liana"
"448"					"liana"
"449"					"liana"
"450"					"liana"
"451"					"liana"
"452"					"liana"
"453"					"liana"
"454"					"liana"
"455"					"liana"
"457"	"co"				"liana"
"458"					"liana"
"459"					"liana"
"460"					"liana"
"461"					"liana"
"462"					"liana"
"463"	"co"				"liana"
"464"					"liana"
"465"					"liana"
"466"					"liana"
"467"					"liana"
"468"					"liana"
"469"					"liana"
"470"					"liana"
"471"					"liana"
"472"	"co"				"liana"
"473"					"liana"
"474"					"liana"
"475"	"co"				"liana"
"476"					"liana"
"477"	"co"				"liana"
"479"					"liana"
"480"					"liana"
"481"					"liana"
"482"					"liana"
"483"					"liana"
"484"					"liana"
"485"					"liana"
"486"			"9934;9937"		"liana"
"487"					"liana"
"488"					"liana"
"489"					"liana"
"490"					"liana"
"491"					"liana"
"492"					"liana"
"493"					"liana"
"494"					"liana"
"495"					"liana"
"496"					"liana"
"497"					"liana"
"498"					"liana"
"499"					"liana"
"500"					"liana"
"501"					"liana"
"502"					"liana"
"503"					"liana"
"504"					"liana"
"505"					"liana"
"506"					"liana"
"507"					"liana"
"508"					"liana"
"509"					"liana"
"510"					"liana"
"511"					"liana"
"512"					"liana"
"513"					"liana"
"514"					"liana"
"515"					"liana"
"516"					"liana"
"517"	"co"				"liana"
"518"					"liana"
"519"					"liana"
"520"					"liana"
"522"					"liana"
"523"	"co"			"folhas em sílica"	"liana"
"524"					"liana"
"525"					"liana"
"526"	"si"				"liana"
"527"					"liana"
"528"	"co"				"liana"
"529"					"liana"
"530"					"liana"
"531"					"liana"
"532"	"co"				"liana"
"533"	"co"				"liana"
"534"					"liana"
"535"					"liana"
"536"					"liana"
"537"					"liana"
"538"	"co"				"liana"
"539"					"liana"
"540"					"liana"
"541"					"liana"
"542"					"liana"
"543"					"liana"
"544"					"liana"
"545"					"liana"
"546"					"liana"
"547"					"liana"
"548"					"liana"
"549"					"liana"
"550"					"liana"
"551"	"si"				"liana"
"552"					"liana"
"553"					"liana"
"554"					"liana"
"555"					"liana"
"556"					"liana"
"557"					"liana"
"558"					"liana"
"559"					"liana"
"560"					"liana"
"561"	"si"				"liana"
"562"					"liana"
"563"					"liana"
"564"					"liana"
"565"					"liana"
"566"					"liana"
"567"					"liana"
"568"					"liana"
"569"					"liana"
"570"					"liana"
"571"					"liana"
"572"					"liana"
"573"					"liana"
"574"					"liana"
"575"					"liana"
"576"					"liana"
"577"					"liana"
"578"					"liana"
"579"	"co"				"liana"
"580"					"liana"
"581"					"liana"
"582"					"liana"
"583"					"liana"
"584"					"liana"
"585"					"liana"
"586"					"liana"
"587"					"liana"
"588"					"liana"
"589"					"liana"
"590"	"si"				"liana"
"591"					"liana"
"592"					"liana"
"593"					"liana"
"594"					"liana"
"595"					"liana"
"596"					"liana"
"597"					"liana"
"598"					"liana"
"599"					"liana"
"600"					"liana"
"601"					"liana"
"602"	"co"				"liana"
"603"	"co"				"liana"
"604"	"co"			"folhas em sílica"	"liana"
"605"	"co"				"liana"
"606"	"co"				"liana"
"608"					"liana"
"609"					"liana"
"610"	"co"			"folhas em sílica"	"liana"
"611"					"liana"
"612"					"liana"
"613"			"1032"		"liana"
"614"					"liana"
"615"					"liana"
"616"					"liana"
"617"					"liana"
"618"					"liana"
"619"					"liana"
"620"					"liana"
"621"					"liana"
"622"	"co"				"liana"
"623"					"liana"
"624"					"liana"
"625"					"liana"
"626"					"liana"
"627"					"liana"
"628"					"liana"
"629"					"liana"
"630"					"liana"
"631"					"liana"
"632"					"liana"
"633"					"liana"
"634"	"co"			"folhas em sílica"	"liana"
"635"			"1139"		"liana"
"636"					"liana"
"637"					"liana"
"638"	"co"				"liana"
"639"	"co"			"folhas em sílica"	"liana"
"640"					"liana"
"641"					"liana"
"642"					"liana"
"643"					"liana"
"644"					"liana"
"645"	"co"				"liana"
"646"	"co"				"liana"
"647"	"co"				"liana"
"648"	"co"				"liana"
"650"	"co"				"liana"
"651"					"liana"
"654"			"9279"		"árvore"
"655"			"9103"		"árvore"
"656"			"9024"		"árvore"
"657"					"árvore"
"658"					"árvore"
"659"	"co"				"árvore"
"660"	"co"				"árvore"
"661"					"árvore"
"662"			"9024"		"árvore"
"663"					"árvore"
"664"					"árvore"
"665"					"árvore"
"666"			"9263"		"árvore"
"667"	"co"				"árvore"
"668"					"árvore"
"670"			"9030"		"árvore"
"671"			"9103"		"árvore"
"672"	"co"		"9107"		"árvore"
"673"			"9168"		"árvore"
"674"					"árvore"
"675"					"árvore"
"676"	"co"				"árvore"
"677"	"co"				"árvore"
"678"	"co"				"árvore"
"679"			"9040"		"árvore"
"680"			"9030"		"árvore"
"681"	"co"		"9088"		"árvore"
"682"	"co"				"árvore"
"683"			"9225"		"árvore"
"685"	"co"				"árvore"
"686"	"co"				"árvore"
"687"			"9088;9029"		"árvore"
"688"	"ep"				"árvore"
"689"					"árvore"
"690"	"co"				"árvore"
"691"	"co"				"árvore"
"693"			"9168"		"árvore"
"694"	"co"				"árvore"
"695"					"árvore"
"696"	"ep"				"árvore"
"697"					"árvore"
"698"	"co"				"árvore"
"699"	"co"				"árvore"
"700"	"co"				"árvore"
"701"	"co"				"árvore"
"702"					"árvore"
"703"			"9030"		"árvore"
"704"			"9041"		"árvore"
"705"	"co"				"árvore"
"706"	"co"				"árvore"
"707"	"co"				"árvore"
"708"					"árvore"
"709"	"co"				"árvore"
"711"	"co"				"árvore"
"712"	"co"				"árvore"
"713"	"co"				"árvore"
"714"	"co"				"árvore"
"715"	"co"		"9068"		"árvore"
"716"					"árvore"
"717"	"co"				"árvore"
"718"	"co"				"árvore"
"719"					"árvore"
"720"	"qb"				"árvore"
"722"					"árvore"
"723"	"co"				"árvore"
"724"					"árvore"
"725"					"árvore"
"726"	"co"				"árvore"
"727"			"9079"		"árvore"
"728"			"9070"		"árvore"
"729"					"árvore"
"730"	"ep"				"árvore"
"731"	"co"				"árvore"
"732"					"árvore"
"733"	"co"				"árvore"
"734"					"árvore"
"735"					"árvore"
"736"			"9274"		"árvore"
"737"			"9041"		"árvore"
"738"					"árvore"
"739"					"árvore"
"740"	"co"				"árvore"
"742"	"co"				"árvore"
"743"					"árvore"
"744"	"co"				"árvore"
"745"			"9204"		"árvore"
"746"	"co"				"árvore"
"747"	"co"				"árvore"
"748"			"9279"		"árvore"
"749"			"9103"		"árvore"
"750"	"de"				"árvore"
"751"					"árvore"
"752"	"co"				"árvore"
"753"	"co"		"11810"		"árvore"
"754"			"9121"		"árvore"
"755"					"árvore"
"756"					"árvore"
"757"					"árvore"
"759"	"ep"				"árvore"
"760"			"9239"		"árvore"
"761"	"co"				"árvore"
"762"			"9156"		"árvore"
"763"	"co"				"árvore"
"764"	"co"				"árvore"
"765"					"árvore"
"766"					"árvore"
"768"					"árvore"
"769"			"9024"		"árvore"
"770"			"9132"		"árvore"
"771"					"árvore"
"772"					"árvore"
"773"					"árvore"
"774"	"co"				"árvore"
"776"					"árvore"
"777"			"9274"		"árvore"
"778"	"co"				"árvore"
"779"					"árvore"
"780"			"9263"		"árvore"
"781"	"co"				"árvore"
"782"					"árvore"
"783"			"9239"		"árvore"
"785"	"co"				"árvore"
"786"			"9239"		"árvore"
"787"	"co"				"árvore"
"788"	"si"				"árvore"
"789"					"árvore"
"790"			"9239"		"árvore"
"791"	"ep"				"árvore"
"792"			"9103"		"árvore"
"793"			"9204"		"árvore"
"794"			"9103"		"árvore"
"795"			"9279"		"árvore"
"796"					"árvore"
"797"					"árvore"
"798"	"co"				"árvore"
"799"					"árvore"
"800"			"9263"		"árvore"
"801"			"9195"		"árvore"
"802"			"9204"		"árvore"
"804"			"9156"		"árvore"
"805"			"9103"		"árvore"
"806"					"árvore"
"807"	"co"				"árvore"
"808"	"co"				"árvore"
"809"			"9114"		"árvore"
"810"	"ep"				"árvore"
"811"	"co"				"árvore"
"812"			"9070"		"árvore"
"813"					"árvore"
"814"	"co"				"árvore"
"815"	"co"				"árvore"
"816"	"co"				"árvore"
"817"			"9103"		"árvore"
"818"			"9263"		"árvore"
"819"			"9195"		"árvore"
"820"					"árvore"
"821"			"9168"		"árvore"
"823"	"co"				"árvore"
"824"					"árvore"
"825"			"9263"		"árvore"
"826"			"9024"		"árvore"
"828"	"co"				"árvore"
"829"	"co"				"árvore"
"830"			"9263"		"árvore"
"831"	"co"				"árvore"
"832"	"co"				"árvore"
"833"			"9103"		"árvore"
"834"					"árvore"
"835"					"árvore"
"836"					"árvore"
"838"					"árvore"
"839"			"9279"		"árvore"
"841"	"co"				"árvore"
"842"					"árvore"
"843"			"9070"		"árvore"
"844"					"árvore"
"845"					"árvore"
"846"					"árvore"
"847"			"9263"		"árvore"
"848"					"árvore"
"849"			"9194"		"árvore"
"850"			"9103"		"árvore"
"851"					"árvore"
"852"			"9279"		"árvore"
"853"			"9279"		"árvore"
"854"	"qb"				"árvore"
"855"	"co"				"árvore"
"856"	"ep"				"árvore"
"857"	"co"				"árvore"
"858"	"co"				"árvore"
"859"			"9279"		"árvore"
"860"					"árvore"
"861"	"ep"				"árvore"
"862"					"árvore"
"863"			"9263"		"árvore"
"864"			"9103"		"árvore"
"865"	"co"				"árvore"
"866"			"9239"		"árvore"
"867"			"9103"		"árvore"
"868"	"qb"				"árvore"
"870"			"9103"		"árvore"
"872"					"árvore"
"873"	"co"				"árvore"
"874"			"9250"		"árvore"
"875"			"9279"		"árvore"
"876"			"9024"		"árvore"
"877"	"co"				"árvore"
"878"			"9239"		"árvore"
"879"					"árvore"
"880"					"árvore"
"881"	"ep"				"árvore"
"882"			"9279"		"árvore"
"883"	"de"				"árvore"
"884"	"ep"				"árvore"
"886"					"árvore"
"887"	"co"				"árvore"
"888"			"9103"		"árvore"
"889"			"9239"		"árvore"
"891"	"ep"				"árvore"
"892"			"9279"		"árvore"
"893"	"ep"				"árvore"
"894"	"co"				"árvore"
"895"	"co"				"árvore"
"896"					"árvore"
"897"			"9103"		"árvore"
"898"			"9267"		"árvore"
"899"					"árvore"
"900"			"9267"		"árvore"
"902"			"9171"		"árvore"
"903"					"árvore"
"904"					"árvore"
"905"					"árvore"
"906"	"co"		"9279"		"árvore"
"907"					"árvore"
"908"			"9263"		"árvore"
"909"			"9333"		"árvore"
"911"	"co"				"árvore"
"913"					"árvore"
"914"			"9405"		"árvore"
"916"					"árvore"
"918"					"árvore"
"919"			"9388"		"árvore"
"920"			"9289"		"árvore"
"921"			"9289"		"árvore"
"922"					"árvore"
"923"					"árvore"
"924"	"co"				"árvore"
"925"			"9358"		"árvore"
"926"					"árvore"
"927"					"árvore"
"928"			"9606"		"árvore"
"929"			"9289"		"árvore"
"930"					"árvore"
"931"					"árvore"
"932"	"co"				"árvore"
"933"			"9517"		"árvore"
"934"			"9388"		"árvore"
"935"					"árvore"
"936"					"árvore"
"937"			"9291"		"árvore"
"939"	"co"				"árvore"
"940"			"9341"		"árvore"
"941"			"9289"		"árvore"
"942"			"9606"		"árvore"
"943"	"co"				"árvore"
"944"	"co"				"árvore"
"945"			"9289"		"árvore"
"946"					"árvore"
"947"			"9599"		"árvore"
"948"			"9599"		"árvore"
"949"					"árvore"
"950"			"9333"		"árvore"
"951"					"árvore"
"952"			"9388"		"árvore"
"953"					"árvore"
"954"	"co"				"árvore"
"955"	"co"				"árvore"
"956"					"árvore"
"957"					"árvore"
"958"	"ep"				"árvore"
"959"					"árvore"
"960"					"árvore"
"961"	"co"				"árvore"
"962"	"co"				"árvore"
"963"			"9358"		"árvore"
"964"	"qb"				"árvore"
"965"			"9348"		"árvore"
"966"			"9653"		"árvore"
"967"			"9405"		"árvore"
"968"					"árvore"
"970"	"qb"				"árvore"
"971"					"árvore"
"972"	"ep"				"árvore"
"973"	"co"				"árvore"
"974"					"árvore"
"975"	"ep"				"árvore"
"976"			"9333"		"árvore"
"977"					"árvore"
"978"					"árvore"
"979"					"árvore"
"980"	"co"				"árvore"
"981"					"árvore"
"982"	"co"				"árvore"
"983"					"árvore"
"984"					"árvore"
"985"					"árvore"
"986"					"árvore"
"987"	"co"				"árvore"
"988"	"co"				"árvore"
"989"					"árvore"
"990"					"árvore"
"991"					"árvore"
"992"					"árvore"
"993"					"árvore"
"994"					"árvore"
"995"					"árvore"
"996"					"árvore"
"997"			"9323"		"árvore"
"998"					"árvore"
"999"	"co"				"árvore"
"1000"					"árvore"
"1001"					"árvore"
"1002"					"árvore"
"1003"					"árvore"
"1004"					"árvore"
"1005"	"co"				"árvore"
"1006"					"árvore"
"1007"					"árvore"
"1008"			"9333"		"árvore"
"1009"					"árvore"
"1010"			"9606"		"árvore"
"1011"					"árvore"
"1012"			"9391"		"árvore"
"1013"					"árvore"
"1014"			"9333"		"árvore"
"1015"					"árvore"
"1016"			"9401"		"árvore"
"1017"					"árvore"
"1018"					"árvore"
"1019"					"árvore"
"1020"	"co"				"árvore"
"1021"	"de"				"árvore"
"1022"			"9402"		"árvore"
"1023"			"9388"		"árvore"
"1024"	"qb"				"árvore"
"1025"	"si"				"árvore"
"1026"					"árvore"
"1027"					"árvore"
"1028"					"árvore"
"1029"			"9538"		"árvore"
"1030"	"qb"				"árvore"
"1031"					"árvore"
"1032"					"árvore"
"1033"			"9352"		"árvore"
"1034"	"de"				"árvore"
"1035"			"9388"		"árvore"
"1036"					"árvore"
"1037"					"árvore"
"1038"					"árvore"
"1039"					"árvore"
"1040"					"árvore"
"1041"	"ep"				"árvore"
"1042"			"9388"		"árvore"
"1043"	"co"				"árvore"
"1044"					"árvore"
"1045"					"árvore"
"1046"					"árvore"
"1047"			"9405"		"árvore"
"1048"					"árvore"
"1049"			"9438"		"árvore"
"1050"					"árvore"
"1051"					"árvore"
"1052"			"9348"		"árvore"
"1054"					"árvore"
"1055"			"9443"		"árvore"
"1056"			"9612"		"árvore"
"1058"					"árvore"
"1059"					"árvore"
"1060"					"árvore"
"1061"					"árvore"
"1062"					"árvore"
"1063"			"9405"		"árvore"
"1064"					"árvore"
"1065"					"árvore"
"1066"					"árvore"
"1067"					"árvore"
"1068"					"árvore"
"1069"					"árvore"
"1070"	"co"				"árvore"
"1071"					"árvore"
"1072"					"árvore"
"1073"					"árvore"
"1074"					"árvore"
"1075"					"árvore"
"1076"			"9405"		"árvore"
"1077"	"de"				"árvore"
"1078"					"árvore"
"1079"					"árvore"
"1080"			"9348"		"árvore"
"1081"					"árvore"
"1082"					"árvore"
"1083"					"árvore"
"1084"					"árvore"
"1085"					"árvore"
"1086"					"árvore"
"1087"	"qb"				"árvore"
"1088"					"árvore"
"1089"					"árvore"
"1090"					"árvore"
"1091"	"co"				"árvore"
"1092"			"9486"		"árvore"
"1093"			"9486"		"árvore"
"1094"					"árvore"
"1095"					"árvore"
"1096"					"árvore"
"1097"					"árvore"
"1098"					"árvore"
"1099"					"árvore"
"1100"					"árvore"
"1101"					"árvore"
"1102"			"9606"		"árvore"
"1103"					"árvore"
"1104"	"co"		"9333"		"árvore"
"1105"					"árvore"
"1106"	"ep"				"árvore"
"1107"					"árvore"
"1108"					"árvore"
"1109"					"árvore"
"1110"					"árvore"
"1111"					"árvore"
"1112"					"árvore"
"1113"					"árvore"
"1114"					"árvore"
"1115"					"árvore"
"1116"					"árvore"
"1117"					"árvore"
"1118"	"co"				"árvore"
"1119"					"árvore"
"1120"					"árvore"
